"","Modelo1","Texto"
"111","neutro","+ CLUB DE GOLF Y DEPORTES EL OLIVETO S.A. Santiago, 17 de Agosto de 2018 Sefior Joaquin Cortés Comisi6n para el Mercado Financiero Av. Libertador Bernardo O’ Higgins 1449 PRESENTE HECHO ESENCIAL CLUB DE GOLF Y DEPORTES EL OLIVETO S.A. De nuestra consideracion: Por la presente tenemos a bien informar por Hecho Esencial Acta de aprobacion e Informe Pericial al 01 de Julio del 2018 emitido por la empresa RSM Chile Auditores Ltda. Sin otro particular, le saluda aaa — \ / Lo } Miguel Angel Oliyd Soto ‘Presidente Club de Golf y Deportes El Oliveto S.A. 1"
"112","doble","io. Los Andes, 17 de agosto de 2018. G.G.: 119/ 18 Sociedad: Puerto Terrestre Los Andes Sociedad Concesionaria S.A, Inscripcién Registro Especial SVS N° 144 Mat.: Citacién a Junta Extraordinaria. Sefior Joaquin Cortez Huerta Presidente Comisién para el Mercado Financiero Av. Bernardo O'Higgins N* 1449, piso 1 Presente. REF.; HECHO ESENCIAL De nuestra consideracion, En virtud de lo establecido en los articulos 9 y 10 de la ley N° 18.045, y Norma de Caracter General N° 364 de esa Superintendencia, y debidamente facultado por el Directorio de Puerto Terrestre Los Andes Sociedad Concesionaria S.A., informo en calidad de Hecho Esencial, que en reunién extraordinaria del Directorio, celebrada el dia 16 de agosto de 2018, se ha acordado citar a una Junta Extraordinaria de Accionistas a celebrarse en el domicilio social, el 31 de agosto de 2018 a las 12:00 horas. Asimismo, informo a Ud. que la referida Junta Extraordinaria ha sido citada con el objeto que los accionistas se pronuncien sobre las siguientes materias:  - Discutir y aprobar el reparto de un dividendo eventual, por un monto de $745.562.477.-, © aquélla otra cantidad que la junta extraordinaria de accionistas determine, con cargo a las utilidades de ejercicios anteriores.  - Compensar obligaciones adeudadas por los socios a la sociedad con las sumas que les cofresponde a cada uno por concepto de distribucién de dividendo eventual.  Sin Opa | lar, se despide atentamente, HAUL Rica d Ghio Ci Ge M Puerfo os\Andes Sociadad esionaria S. A. .: Archivo."
"113","neutro","ACTA SESION EXTRAORDINARIA DE DIRECTORIO CLUB DE GOLF Y DEPORTES EL OLIVETO S.A. En Talagante, a 16 de Agos70 del 2018, siendo las 19:30 horas, en las oficinas de la sociedad, ubicadas en Camino Lonquen N2 4387 PC 45 Palmas Ill, Talagante, se reunieron en Sesion Extraordinaria de Directorio los sefiores Miguel Angel Oliva Soto, quien actua como Presidente, , el Sefior Rodolfo Alberto Zahlhaas Labarca, la sefiora Nelly del Pilar Reveco Suazo, el Sefior Patricio Araya Rodriguez y el Sefior Edgardo Ferrandiz Rodriguez, también asistié fisicamente y especialmente invitado, el Gerente General don Miguel Oliva Reveco. Presidid la sesién, don Miguel Oliva Soto y actué como Secretario el Gerente General don Miguel Oliva Reveco. Objetivo de la Sesién Extraordinaria de Directorio El Directorio se retine en Sesién Extraordinaria para dar lectura y aprobar Informe Pericial para la division de la Sociedad Club de Golf y Deportes El Oliveto S.A, realizado por la empresa RSM Chile Auditores Ltda., al dia 16 de Agosto del 2018. De ser aprobados este informe pericial, se enviara via SEIL a la Comisién del Mercado Financiero. EI Presidente comienza con la lectura del Informe Pericial para la divisidn de la Sociedad Club de Golf y Deportes EI Oliveto S.A, pidiendo a cada uno de los directores que lo interrumpan en cualquier minuto. Luego de la lectura por parte del Presidente, los directores comienzan con una ronda de preguntas relacionadas con el documento, después de algunas preguntas, finalmente el directorio en unanimidad aprueba el Informe Pericial, para la divisién de la Sociedad Club de Golf y Deportes El Oliveto S.A. Ku EI Presidente pide al Secretario Miguel Angel Oliva Reveco, que se encargue de enviar el acta de esta Sesién Extraordinaria de Directorio junto con el Informe Pericial para la division de la Sociedad Club de Golf y Deportes El Oliveto S.A aprobado, por medio de SEIL, como hecho relevante. Sin mas temas por tratar y agradeciendo la presencia de todos los Directores, siendo las 20745 horas se da por finalizada la Sesion Extraordinaria de Directorio. & Yr » J Ae Kay Miguel Anget Oliva/Soto Pritam Roatigties “a = He Lat 7 ™~ Nelly del PilarjRev. Suazo Edgardo Fe fndiz Rodriguez << yaad Oliv¥ RevecO\/ Rodolfo Alberto anda — a 1"
"114","neutro","INFORME PERICIAL DIVISION DE EMPRESA Club de Golf y Deportes El Oliveto S.A. al 01 de julio de 2018  ee ee es eer eA a i Sees  INFORME PERICIAL PARA LA DIVISION DE EMPRESA CLUB DE GOLF Y  DEPORTES EL OLIVETO S.A.  Santiago, 14 de agosto de 2018  Sefiores  Directores y Accionistas  Club de Golf y Deportes El Oliveto S.A.  1. He revisado el estado de situacién Pro-forma, al 01 de julio de 2018, de Club de Golf y Deportes El Oliveto S.A., segtin se demuestra en Anexo | adjunto, estado que tiene por objeto respaldar la proposicién de divisién de esta sociedad, la que sera sometida a consideraci6on de la Junta Extraordinaria de Accionistas que se realizara el 29 de agosto de 2018. Mi revisién se basé en los estados financieros auditados al 30 de junio de 2018 de Club de Golf y Deportes El Oliveto S.A. los cuales fueron auditados por RSM Chile Auditores Ltda. (RSM), firma de auditores externos que emitid su informe con fecha 14 de agosto de 2018, los que se incluyen en Anexo Il,  y consideré, ademas, la aplicacién de otros procedimientos, en la medida que estimé necesario en las circunstancias.  2 El objeto de la divisién de la sociedad es que una de las sociedades que surja de la divisién se dedique de manera exclusiva al giro de club de deportes, mientras que la otra se dedique al giro inmobiliario, de manera que en el futuro, se puedan separar aquellos accionistas que quieren seguir con las actividades deportivas como Club de Golf, respecto de los accionistas que quieren desarrollar una actividad Inmobiliaria. De esta manera, se dividira Club de Golf y Deportes El Oliveto S.A. en dos sociedades, quedando una sociedad con giro inmobiliario y la otra manteniendo el giro original de la sociedad que se divide. La divisién surge con el fin de optimizar la administracion del club de Golf de manera que este quede separado de las parcelas con destino inmobiliario, a fin de desarrollar, en la sociedad continuadora, un proyecto inmobiliario de 43 de las 69 parcelas que son de propiedad de la Sociedad, y en la nueva sociedad que se quedara con las restantes 26 parcelas, mantener areas verdes y una cancha de golf de 9 hoyos.  Ademas, el objeto de la divisién es terminar con los conflictos que se vienen acarreando en la sociedad, de manera de poner términos a las acciones judiciales que los accionistas han interpuesto en contra de la sociedad o sus administradores. THE POWER OF BEING UNDERSTOOD  RSM Chile Auditores Ltda. AUDIT | TAX | CONSULTING Av. El Golf 40 - Oficina 703 Las Condes, Santiago, Chile ferro fa RGM Ca pact rd es na fac eoanay ocesore nicroniate lal Tea (2)2580,0400 ejerce bajo sus propios derechos. La red RSMno es en si una entidad legal separada en ninguna jurisdicci6n. www.rsmchile.cl  3. Atendiendo a lo anterior, los activos y pasivos de los balances proforma de las sociedades que se dividiran al 01 de julio de 2018 serian los siguientes: Club de Golf y Deportes Club de Golf Club de Golf y Deportes El Oliveto S.A. Condominio Las El Oliveto S.A. (continuadora) PalmasS.A. M$ (nueva sociedad) M$ M$ Total activos | —————~—=«8.925.001 | 2.410.207 1.514.794 1.325.294 1.325204[ 2.599.707 1.084.913 1.514.794 100% 41,73% 58,27% 4, A Club de Golf y Deportes El Oliveto S.A. (continuadora) le corresponderia el 41,73% del total del patrimonio de la sociedad que se divide, mientras que a Club de Golf Condominio Las Palmas S.A. (nueva sociedad) le corresponderia el 58,27%. 5. El presente informe pericial se emite para los fines dispuestos por los articulos N°94 y N° 95 de la Ley N° 18.046 de sociedades andénimas. 6. Como resultado de mi revision pericial, estoy en condiciones de confirmar lo siguiente: a) El estado de situacién presentado en el Anexo | representa la division de los activos, pasivos y patrimonio entre el Club de Golf y Deportes El Oliveto S.A. y el Club de Golf Condominio Las Palmas S.A., continuadora y nueva sociedad, respectivamente. b) No tengo conocimiento de ninguna otra situacién que, a mi mejor saber y entender, debiera ser informada a los accionistas para efectos de su debida consideracion de la proposicién de division. : THE POWER OF BEING UNDERSTOOD RSM Chile Auditores Ltda. AUDIT | TAX | CONSULTING Av. El Golf 40 : Oficina 703 Las Condes, Santiago, Chile RSM Chile Auditores Ltda. es miembro de la red RSM y comercializa como RSM. RSM es el nombre comercial usado por T:+56 (2) 2580 0400 los miembros de la red RSM. Cada miembro de la red RSM es una firma de contaduria y asesoria independiente la cual ejerce bajo sus propios derechos. La red RSM no es en si una entidad legal separada en ninguna jurisdiccion. www.rsmchile.cl  I EE eeeme Te De acuerdo con lo requerido por el articulo 168 del Reglamento de Sociedades Anénimas, declaro no encontrarme inhabilitado para emitir el presente informe, tener los conocimientos y la experiencia requeridos para su emision y que me constituyo responsable de las afirmaciones contenidas en el presente informe pericial. D Molina Candia RUT: 8.722.846-0 THE POWER OF BEING UNDERSTOOD RSM Chile Auditores Ltda. AUDIT | TAX | CONSULTING Av. El Golf 40 - Oficina 703 Las Condes, Santiago, Chile peril aroiestrelia evpshon-toihernyriemta aonraciad T: +56 (2)2580 0400 ejerce bajo sus propios derechos. La red RSMno es en si una entidad legal separada en ninguna jurisdiccién. www.rsmchile.cl  ANEXO | Estado de Situacion Pro-forma por division Club de Golf y Deportes El Oliveto S.A. y Criterios de division utilizados"
"115","positivo","HECHO ESENCIAL BLUMAR S.A. Inscripcién Registro de Valores N° 0415  Santiago, 2 de noviembre de 2020 Sefior Joaquin Cortez Huerta Presidente COMISION PARA EL MERCADO FINANCIERO El suscrito, debidamente facultado, en su caracter de Gerente General de la sociedad anonima abierta denominada BLUMAR S.A., en adelante también la “Sociedad”, ambos con domicilio en Santiago, calle Magdalena 181, oficina 1301 sur, comuna de Las Condes, y estando debidamente facultado, comunica a usted la siguiente informacién esencial respecto de la Sociedad y sus valores de oferta publica, en virtud de lo dispuesto en el articulo 9° e inciso 2° del articulo 10°, ambos de la Ley N° 18.045, y en la Norma de Caracter General N° 30, de la Superintendencia de Valores y Seguros, hoy Comision para el Mercado Financiero: Con fecha 30 de octubre de 2020, la Sociedad y su filial Salmones Blumar S.A. (en adelante los “Deudores”), han suscrito con Codperatieve Rabobank U.A., Banco de Crédito e Inversiones, Banco Santander-Chile, Banco Security y DNB Bank ASA (en adelante los “Acreedores”) una carta de compromiso irrevocable, sujeto a las condiciones dispuestas en dicha carta, para la reprogramacion de sus pasivos financieros y el otorgamiento de un nuevo financiamiento a los Deudores, destinado a sus exportaciones, por un monto conjunto total de hasta USD $ 300.000.000. Esta reprogramacion y financiamiento, que ha sido liderada por Codperatieve Rabobank U.A. y en la que los Acreedores participan en distintas proporciones, se divide en dos tramos: (i) el primero de ellos, por USD $ 200.000.000, prorrogable hasta por un plazo maximo de 7 afios, sujeto al cumplimiento de ciertas condiciones, incluyendo amortizaciones de capital semestrales, con un plazo de gracia inicial de 2 afios; y (ii) el segundo, por USD $ 100.000.000, en forma de una linea de crédito comprometida, por un plazo de 3 alos. Lareprogramaci6n y nuevo financiamiento se materializaran mediante la suscripci6n del correspondiente contrato de reprogramacién y financiamiento. Por otra parte, se hace presente que las condiciones pactadas para la referida reprogramacién y financiamiento entregan mas flexibilidad a los Deudores que las condiciones de sus actuales pasivos bancarios. Se informa que la referida reprogramacidén y financiamiento es parte del mismo proceso de reestructuracion y fortalecimiento financiero que el aumento de capital de la Sociedad acordado en junta general extraordinaria de accionistas celebrada el pasado 20 de agosto del afio en curso y que se encuentra prdéximo a iniciar la oferta y colocacién de las acciones de pago emitidas con ocasién de dicho aumento de capital. La Sociedad y su filial Salmones Blumar S.A., se encuentran realizando sus mayores esfuerzos para que este proceso de reestructuracién y fortalecimiento financiero quede concluido a mas tardar el 30 de diciembre del afio en curso. Saluda atentamente al sefior Presidente,  fll) Gerardo Balbontin Fox Gerente General c.c. Bolsa de Comercio de Santiago; Bolsa Electrénica de Chile."
"116","doble","e o BCI ie Bolsa Santiago, 17 de Agosto 2018 Sefior Joaquin Cortez Huerta Presidente comisi6n para el Mercado Financiero PRESENTE Ref.: HECHO ESENCIAL De mi consideraci6n: De acuerdo a la normativa vigente, comunicamos a esa comisi6n, el siguiente hecho esencial. Anuncio de Dividendo en Efectivo Lugar y Fecha: New York 17 de Agosto de 2018 Emisora: COSTCO WHOLESALE CORP (COST) Hecho Esencial: La Compaiiia de referencia ha anunciado el siguiente pago de dividendo en efectivo: Fecha Ex-Date: 30 de Agosto de 2018 Fecha registro: 31 de Agosto de 2018 Fecha Pago: 14 de Septiembre de 2018 Ratio a pagar por acci6én: USD 0.57 (Importe bruto) Ratio a pagar por accién: USD 0.399 (Importe neto) Mercado del exterior. New York Puede accederse a informaci6n adicional de la Serie de referencia a través del siguiente link de BCI Corredor De Bolsa: https://www.bci.cl/inversiones/bci-corredor-de-bolsa#valores-extranjeros Sin otro particular, les saluda atentamente C.c.: Bolsa de Comercio de Santiago. C.c.: Bolsa Electronica de Chile. BCI Corredor de Bolsa S.A."
"117","neutro","LarrainVial  ACTIVOS Santiago, 17 de agosto de 2018 Sefiores Comision para el Mercado Financiero/ Bolsas de Valores PRESENTE HECHO ESENCIAL FONDO DE INVERSION ACTIVA FINANCIAMIENTO INMOBILIARIO I(“FONDO”) Administrado por LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS Ref.: Comunica acuerdos Asamblea Extraordinaria de Aportantes de Fondo de Inversién Activa Financiamiento Inmobiliario | De mi consideracién, Por medio de la presente y en cumplimiento de lo dispuesto en el articulo 18 de la Ley N° 20.712 y a lo dispuesto en los articulos 9 y 10 de la Ley N° 18.045 de Mercado de Valores, comunicamos en caracter de HECHO ESENCIAL, lo siguiente: En Asamblea Extraordinaria de Aportantes del Fondo de Inversién Activa Financiamiento Inmobiliario | celebrada con fecha 16 de agosto de 2018, se aprobo, entre otras materias (i) la creacién de una nueva Serie B, estableciendo sus requisitos, caracteristicas y la remuneracién que le debera pagar a la Administradora y las condiciones de emisién de ellas; (ii) Aumentar el plazo de duracién del Fondo; (iii) Modificar las excepciones a los limites de inversion; y (iv) Modificar la remuneraci6n variable. Asimismo, y de conformidad a lo dispuesto en la Seccién Ill de la Norma de Caracter General N° 365 de esa Comision, se acordé por unanimidad que todas las modificaciones incorporadas al Reglamento Interno del Fondo y reflejadas en su texto refundido comiencen a regir al dia siguiente habil contado desde que el referido texto refundido del Reglamento Interno sea depositado en el “Registro Publico de Depdsito de Reglamentos Internos” Sin otro particular, se despide atentamente, | Nod pe () \ % Claudio Yafiez Fregonara . Gerente General LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS"
"118","neutro","“W” FERIA DE OSORNOS.A. Grupo de empresas HECHO ESENCIAL OSORNO, 20 de agosto de 2018 Sefiores Comision para el Mercado Financiero Avda. Libertador Bernardo O'Higgins 1449 Santiago REF.: HECHO ESENCIAL FERIA DE OSORNO S.A. INSCRIPCION REGISTRO DE VALORES N° 123 De mi consideracién: Conforme a lo prescrito en el Articulo 92 e Inciso 2° del articulo 10 de la Ley N° 18.045 y Norma de Caracter General N° 30 de la Comisién para el Mercado Financiero, encontrandome debidamente facultado a este fin, cumplo en informar a Ustedes lo siguiente, en caracter de Hecho Esencial: En Sesién Ordinaria de fecha 17 de agosto de 2018, la Presidente del Directorio dio cuenta de la renuncia a su cargo de director de la compaiiia del sefior Carlos Alberto Délano Méndez, presentada por carta de 14 de agosto de 2018, renuncia que fue aceptada. Conjuntamente y conforme a lo establecido en los articulos 32 de la Ley 18.046 y 71 del D.S. N° 702, en la misma sesion ordinaria el directorio designéd en su reemplazo, hasta la préxima Junta General Ordinaria de Accionistas, a don José Luis Déiano Méndez, Rut N° 14.123.218-5, quien encontrandose presente se incorporé a la reunién y acepto el cargo. Se suscribe atentamente, i FERIA DEAQSORNO S.A. Juan Igna Guiresse Gil Geren aral"
"119","negativo","HECHO ESENCIAL RSM CHILE AUDITORES LIMITADA Sa. ‘ago, 20deagostc 2018. _ Sefior Joaquin Cortez Huerta A AVONQVA ANON ANANLAU AANA Presidente 2018080143399 soe . . : Or dor: PFRANCO Comision para el Mercado Financiero aoe a eONTROL ne aud. EXTERNOS ¥ CLASIF RIESGO Av. Libertador Bernardo O’ Higgins 1449 NroInserie: 2 Santiago 7 : —_ Ref.: Comunica Hecho Esencial. De nuestra consideracion: De acuerdo a lo establecido en el Articulo 9° y en el inciso segundo del Articulo 10° de la Ley de Mercado de Valores, y en la Norma de Caracter General N° 30, debidamente facultado, por medio del presente informo el siguiente Hecho Esencial de RSM Chile Auditores Limitada (“RSM” o la “Sociedad”). Por carta notarial de fecha 31 de julio de 2018 entregada el 7 de agosto de 2018 y dirigida a los socios de la Sociedad, los socios de la misma David Molina Candia (titular de 4,95% de los derechos sociales de la Sociedad), Eduardo Medina Corvalan (titular de 4,95% de los derechos sociales de la Sociedad) y César Millacoy Ibafiez (titular de 1% de los derechos sociales de la Sociedad) notificaron haber hecho uso del derecho previsto en el Articulo 9° de los estatutos de la Sociedad en virtud del cual cualquiera de los socios de la Sociedad puede manifestar su voluntad de no renovar vigencia de la Sociedad con a los . menos seis mes de anticipacion a la fecha prevista para la renovacién de la vigencia de la Sociedad, y que corresponde al 15 de septiembre de 2019. ! E! acuerdo respectivo se adopto mediante escritura publica de fecha 27 de julio de 2018 otorgada en la notaria del sefior Raul Undurraga Laso bajo el Repertorio No. 4.568 y fue anotada al margen de la inscripcidn social vigente de la Sociedad de fojas 46.046 No. 31.857 del afio 2009 del Registro de Comercio del Conservador de Bienes Raices y de Comercio de Santiago, dandose asi cumplimiento a lo previsto sobre el particular en los estatutos de la Sociedad. De este modo entonces, la Sociedad entrara en disolucién y posterior liquidacion — de acuerdo a lo dispuesto con los estatutos de la misma — con fecha 15 de septiembre de 2019. ‘El articulo de los estatutos en cuestion sefiala: “NOVENO.- VIGENCIA: La sociedad se constituy6 con fecha quince de septiembre de dos mil nueve y tendré una duracion de cinco afios, renovables tdcita y sucesivamente por periodos iguales de cinco afios, si ninguno de los socios manifestare su voluntad de ponerle término al final del periodo que estuviere en curso, mediante escritura publica que se anotard al margen de la inscripcién social, con una anticipacién de a lo menos seis meses antes del fin del respectivo periodo. Asimismo, y dentro del mismo lapso, el socio de que se trate deberd comunicar su voluntad a sus consocios mediante carta notarial con aviso de recepcion.-” [ery g_  & 3 a 5 . ‘ ay S6.p 4  La voluntad de ponerle término a la Sociedad se enmarca en el proceso de reorganizacion de los negocios de RSM, el que contempla el ingreso de nuevos socios y el retiro del negocio de RSM de los socios David Molina Candia, Eduardo Medina Corvalan y César Millacoy Ibajiez. En el marco de este proceso, se contempla constituci6n y registro de las entidades que corresponda para continuar desarrollando el negocio y giro social de RSM con completa normalidad, tal como ha ocurrido hasta Ja fecha. Le saluda atentamente, “ sity ve ality HZ oh Lgfida Tobar i oe RSM hile Auditores Limitada ; CF ~ RSS ."
"120","doble","FRONTAL TRUST INVESTMENT MANAGEMENT HECHO ESENCIAL Frontal Trust Administradora General de Fondos S.A. Santiago, 20 de agosto de 2018 Sefiores h Comisién para el Mercado Financiero Presente . Ref.; Reparto dividendos provisorios Frontal Trust Real Estate USA II Fondo de Inversi6n. De mi consideracién: Por medio de la presente, y en cumplimiento de lo dispuesto en el articulo 18 de la Ley N® 20.712, los articulos 9 y 10 inciso segundo de la Ley N° 18.045, y Seccién II de la Norma de Caracter General N2 30 de la Comisién para el Mercado Financiero, en mi calidad de Gerente General de Frontal Trust Administradora General de Fondos S.A., comunico a usted en caracter de hecho esencial lo siguiente: En Sesién de Directorio de Frontal Trust Administradora General de Fondos S.A., celebrada con fecha 17 de agosto de 2018, se acordé la distribucién de un dividendo provisorio de Frontal Trust Real Estate USA II Fondo de Inversién, con cargo a los beneficios netos del ejercicio 2018, por la suma de US$ 360.000.-, equivalente a un dividendo unitario de US$ 0,032101927.- Dicho dividendo provisorio sera pagado mediante depésito o transferencia electronica en las cuentas corrientes previamente informadas por los aportantes, a contar del dia 27 de agosto de 2018 segiin lo acordado por el Directorio de la Sociedad. Tendran derecho a cobrarlo todos los aportantes inscritos en el registro respectivo a la medianoche del quinto dia habil anterior a la q fecha en que se deba efectuar el pago, a prorrata del ntimero de cuotas de que sean titulares a esa fecha. Sin otro particular, le saluda atentamente, Carmen Vicufia Vergara Gerente General Frontal Trust Administradora General de Fondos S.A. en haa hie a Teléfono +562 2436 9000 www.frontaltrust.cl/agf"
"121","doble","FRONTAL TRUST INVESTMENT MANAGEMENT HECHO ESENCIAL Frontal Trust Administradora General de Fondos S.A. Santiago, 20 de agosto de 2018  Sefiores Comisién para el Mercado Financiero Presente  Ref. Reparto dividendos provisorios Fondo de Inversién  Retorno Preferente Fundamenta Plaza Egajia. De mi consideracién: Por medio de la presente, y en cumplimiento de lo dispuesto en el articulo 18 de la Ley N° 20.712, los articulos 9 y 10 inciso segundo de la Ley N° 18.045, y Seccién Il de la Norma de Caracter General N° 30 de la Comisién para el Mercado Financiero, en mi calidad de Gerente General de Frontal Trust Administradora General de Fondos S.A., comunico a usted en caracter de hecho esencial lo siguiente: En Sesion de Directorio de Frontal Trust Administradora General de Fondos S.A., celebrada con fecha 17 de agosto de 2018, se acordé la distribucién de un dividendo provisorio de Fondo de Inversion Retorno Preferente Fundamenta Plaza Egafia, con cargo a los beneficios netos del ejercicio 2018, por la suma de $241.934.320.-, equivalente a un dividendo unitario de $335,00.- Dicho dividendo provisorio sera pagado mediante depésito o transferencia electrénica en las cuentas corrientes previamente informadas por los aportantes, a contar del dia 7 de septiembre de 2018 segiin lo acordado por el Directorio de la Sociedad. Tendran derecho a cobrarlo todos los aportantes inscritos en el registro respectivo a la medianoche del quinto dfa habil anterior ala fecha en que se deba efectuar el pago, a prorrata del numero de cuotas de que sean titulares  ; a esa fecha. Sin otro particular, le saluda atentamente, f Cr (ud Carmen -Vieufia Vergara Gerente General Frontal Trust Administradora General de Fondos S.A. ES Teléfono +562 2436 9000 www.frontaltrust.cl/agf"
"122","doble","a LarrainVial ACTIVOS Santiago, 21 de agosto de 2018 Senor Joaquin Cortez Presidente Comision para el Mercado Financiero Presente HECHO ESENCIAL FONDO DE INVERSION ACTIVA DEUDA AUTOMOTRIZ GLOBAL (“FONDO”) Administrado por LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS De nuestra consideracion:  En cumplimiento de lo dispuesto en el articulo 9 y en el inciso segundo del articulo 10 de la Ley N° 18.045 sobre Mercado y Valores, y conforme a las normas informacién continua contenidas en la Norma de Caracter General N° 30 de esta Entidad, comunicamos como hecho esencial, que el Directorio de Larrain Vial Activos S.A. Administradora General de Fondos (la “Administradora”) en sesién de directorio, celebrada el dia 20 de agosto de 2018, acordé distribuir dividendos provisorios del Fondo a los aportantes de la serie A por la cantidad de $ 252.887.790, y para los aportantes de la Serie B $ 117.378.622, con cargo a las utilidades del ejercicio 2018 del Fondo.  Asimismo, el dividendo sefialado sera pagado a los aportantes de la Serie A y Serie B, a partir del dia 27 de agosto de 2018 en las oficinas de la Sociedad Administradora ubicadas en El Bosque Norte N° 0177, piso 3, Las Condes, Santiago, de lunes a viernes de 9:00 a 18:00 horas, a los Aportantes que se encuentren inscritos en el registro respectivo al 5° dia habil anterior a la fecha de pago, a prorrata del numero de cuotas de que sean titulares a esa fecha.  Sin otro particular, saluda al te a usted,  f Claddio Yanez Fregonara GERENTE GENERAL LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS c.c.: Bolsa de Comercio de Santiago; Bolsa Electronica de Chile; y Bolsa de Corredores de Valparaiso"
"123","neutro","LarrainVial* ACTIVOS HECHO ESENCIAL FONDO DE INVERSION LV-PATIO RENTA INMOBILIARIA | (Autorizado por resoluciOn N° 325 del 10 de junio de 2011)  Santiago, 21 de agosto de 2018 Sefiores Comision para el Mercado Financiero Av. Libertador Bernardo O’Higgins 1449 Presente Ref.: Comunica Hecho Esencial de Fondo De Inversién LV-Patio Renta Inmobiliaria | De nuestra consideracion: En cumplimiento de lo establecido en el articulo 18 de la ley 20.712 sobre Administracién de Fondos de Terceros y Carteras Individuales, debidamente facultado y en representacién de Larrain Vial Activos S.A. Administradora General de Fondos, sociedad administradora de Fondo de Inversién LV-Patio Renta Inmobiliaria | (el “Fondo”), vengo en comunicar a usted de los siguientes acuerdos adoptados en la Asamblea Extraordinaria de Aportantes del Fondo, celebrada el dia 20 de agosto de 2018: Se aprobé modificar el Reglamento Interno del Fondo de acuerdo al siguiente detalle:  a. En la Politica de Inversion, se aclaré que el objeto principal del Fondo es invertir en bienes raices nacionales no habitacionales para renta, ademas de eliminarse el articulo 2.2.3 (b), con el objeto de descartar la posibilidad de que el Fondo invierta directamente sus recursos en mutuos hipotecarios endosables.  b. Se aprobo agregar un nuevo articulo 14.4 en la seccion de Normas sobre Conflictos de Interés, estableciéndose la prohibicién del Fondo de invertir en acciones de Administradoras de Fondos de Pensiones, de Compahias de Seguros, de Administradoras de Fondos Mutuos, de bolsas de valores, de sociedades de corredores de bolsa, de agentes de valores, de sociedades de asesorias financieras 0 de sociedades administradoras de cartera de recursos previsionales, en titulos emitidos o garantizados por una Administradora de Fondos de Pensiones y en cuotas de fondos de inversion publicos o fondos mutuos que utilicen estrategias de inversion que correspondan a hedge funds o cuyos subyacentes sea commodities o hedge funds.  c. En la Politica de Liquidez y Endeudamiento, se agrego en la parte final del articulo 2.3.3 un nuevo limite de endeudamiento del Fondo, consistente en que el endeudamiento del Fondo no excedera del 35% del valor de sus activos, incluyendo sus pasivos y operaciones con derivados que no cuenten con una adecuada cobertura.  d. En las Normas de Gobierno Corporativo, se elimino el articulo 7.1.6 para efectos de reflejar que en caso de sustitucion de la administradora por causas no imputables a ésta o en caso de disolucién anticipada del Fondo por causas no imputables a la Administradora, no correspondera pago de indemnizaci6n alguna a la Administradora.  e. Se realizaron ciertos ajustes de numeracién y referencias en el texto del Reglamento Interno en virtud de los cambios mencionados, modificandose los articulos 2.2.2, 2.2.3, 2.2.4, 7.1.7, 14.4, 14.5, 14.6, 14.7, 14.7.1, 14.7.2, 14.7.3, 14.7.4, 14.7.5 y 14.7.5.  Le saluda atentamente, 4 \ Claudio Yafiez Fregonara Gerente General Larrain Vial Activos S.A, Administradora General de Fondos 2"
"124","doble","= BICEINVERSIONES Santiago, noviembre 2 de 2020 Sefior Cristian Alvarez Castillo Intendente de Supervision del Mercado de Valores Comisi6n para el Mercado Financiero PRESENTE Ref.: HECHO ESENCIAL De mi consideraci6n: De acuerdo a la normativa vigente, comunicamos a esa comisién, el siguiente hecho esencial. Anuncio de Dividendo en Efectivo Fecha : 02-11-2020 Lugar : NEW YORK Emisora : VANECK VECTORS EMERGING MARKETS AGGREGATE BOND ETF (EMAG) Hecho Esencial: La Compajiia de referencia ha anunciado el siguiente pago de dividendo en efectivo: Fecha ExDate : 02-11-2020 Fecha registro : 03-11-2020 Fecha Pago : 06-11-2020 Ratio a pagar por accién : USD 0,0715 (Importe bruto) Ratio a pagar por accién : USD 0,05005 (Importe neto) Mercado del exterior : NEW YORK Puede accederse a informacion adicional de la Serie de referencia a través del siguiente link de BICE Inversiones: http://www. bice.cl/inversiones/productos/mercado-internacional Sin otro particular, les saluda atentamente BICE Inversiones Corredores de Bolsa S.A. biceinversiones.cl Teatinos 280 Teléfono (56-2) 2692 2800 Santiago, Chile — C.P. 560145"
